token|nan|ts|endTs|punctuation|case|tags|wer_tags
about|nan||||LC|[]|[]
that|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
what|nan||||LC|[]|[]
we|nan||||LC|['657:CONTRACTION']|['657']
are|nan||||LC|['657:CONTRACTION']|['657']
seeing|nan||||LC|[]|[]
in|nan||||LC|[]|[]
the|nan||||LC|[]|[]
market|nan|||.|LC|[]|[]
Yeah|nan|||,|UC|[]|[]
Adrian|nan|||,|UC|[]|['675']
hey|nan||||LC|[]|[]
good|nan||||LC|[]|[]
morning|nan|||.|LC|[]|[]
Um|nan|||,|UC|[]|[]
yeah|nan|||,|LC|[]|[]
as|nan||||LC|[]|[]
far|nan||||LC|[]|[]
as|nan||||LC|[]|[]
prices|nan|||,|LC|[]|[]
you|nan||||LC|[]|[]
suggested|nan||||LC|[]|[]
we|nan||||LC|[]|[]
were|nan||||LC|[]|[]
looking|nan||||LC|[]|[]
for|nan||||LC|[]|[]
a|nan||||LC|[]|[]
price|nan||||LC|[]|[]
increase|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
April|nan|||.|UC|[]|['676']
The|nan||||UC|[]|[]
reality|nan||||LC|[]|[]
is|nan|||,|LC|[]|[]
that|nan||||LC|[]|[]
we|nan||||LC|[]|[]
had|nan||||LC|[]|[]
some|nan||||LC|[]|[]
good|nan||||LC|[]|[]
success|nan||||LC|[]|[]
early|nan||||LC|[]|[]
in|nan||||LC|[]|[]
a|nan||||LC|[]|[]
couple|nan||||LC|[]|[]
of|nan||||LC|[]|[]
markets|nan|||,|LC|[]|[]
mainly|nan||||LC|[]|[]
Florida|nan||||UC|[]|['677']
and|nan||||LC|[]|[]
Dallas|nan|||.|UC|[]|['678']
Um|nan|||,|UC|[]|[]
you|nan||||LC|[]|[]
know|nan|||,|LC|[]|[]
unfortunately|nan||||LC|[]|[]
given|nan||||LC|[]|[]
the|nan||||LC|[]|[]
situation|nan||||LC|[]|[]
rolling|nan||||LC|[]|[]
into|nan||||LC|[]|[]
the|nan||||LC|[]|['679']
spring|nan|||,|LC|[]|['679']
we|nan||||LC|[]|[]
pushed|nan||||LC|[]|[]
out|nan||||LC|[]|[]
the|nan||||LC|[]|[]
increase|nan||||LC|[]|[]
that|nan||||LC|[]|[]
was|nan||||LC|[]|[]
gonna|nan||||LC|['670:CONTRACTION']|['670']
be|nan||||LC|[]|[]
a|nan||||LC|[]|[]
strong|nan||||LC|[]|[]
move|nan||||LC|[]|[]
in|nan||||LC|[]|[]
April|nan|||,|UC|[]|['680']
and|nan||||LC|[]|[]
we're|nan||||LC|['671:CONTRACTION']|['671']
monitoring|nan||||LC|[]|[]
the|nan||||LC|[]|[]
situation|nan||||LC|[]|[]
the|nan||||LC|[]|[]
best|nan||||LC|[]|[]
we|nan||||LC|[]|[]
can|nan||||LC|[]|[]
to|nan||||LC|[]|[]
kind|nan||||LC|['672:CONTRACTION']|['672']
of|nan||||LC|['672:CONTRACTION']|['672']
see|nan|||,|LC|[]|[]
you|nan||||LC|[]|[]
know|nan|||,|LC|[]|[]
what|nan||||LC|[]|[]
actually|nan||||LC|[]|[]
we're|nan||||LC|['673:CONTRACTION']|['673']
going|nan||||LC|[]|[]
down|nan||||LC|[]|[]
with|nan|||,|LC|[]|[]
with|nan||||LC|[]|[]
what's|nan||||LC|[]|[]
happening|nan||||LC|[]|[]
with|nan||||LC|[]|[]
the|nan||||LC|[]|[]
virus|nan||||LC|[]|[]
and|nan||||LC|[]|[]
the|nan||||LC|[]|[]
impact|nan|||.|LC|[]|[]
Um|nan|||,|UC|[]|[]
but|nan||||LC|[]|[]
right|nan||||LC|[]|[]
now|nan||||LC|[]|[]
we're|nan||||LC|['674:CONTRACTION']|['674']
looking|nan||||LC|[]|[]
at|nan||||LC|[]|[]
something|nan||||LC|[]|[]
in|nan||||LC|[]|[]
the|nan|||,|LC|[]|[]
in|nan||||LC|[]|[]
the|nan||||LC|[]|['681']
late|nan||||LC|[]|['681']
second|nan||||LC|[]|['681']
quarter|nan||||LC|[]|['681']
maybe|nan||||LC|[]|[]
to|nan|||,|LC|[]|[]
to|nan||||LC|[]|[]
push|nan||||LC|[]|[]
another|nan||||LC|[]|[]
price|nan||||LC|[]|[]
<inaudible>|nan|||.|LC|[]|[]
Perfect|nan|||.|UC|[]|[]
Thank|nan||||UC|[]|[]
you|nan||||LC|[]|[]
on|nan||||LC|[]|[]
that|nan|||,|LC|[]|[]
and|nan|||,|LC|[]|[]
<inaudible>|nan|||,|LC|[]|[]
if|nan||||LC|[]|[]
I|nan||||CA|[]|[]
can|nan||||LC|[]|[]
just|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
um|nan|||,|LC|[]|[]
on|nan|||,|LC|[]|[]
on|nan|||,|LC|[]|[]
on|nan||||LC|[]|[]
the|nan||||LC|[]|[]
cost|nan||||LC|[]|[]
savings|nan|||,|LC|[]|[]
this|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
the|nan|||,|LC|[]|[]
the|nan||||LC|[]|[]
lower|nan||||LC|[]|[]
cost|nan||||LC|[]|[]
on|nan|||,|LC|[]|[]
on|nan|||,|LC|[]|[]
for|nan||||LC|[]|[]
maintenance|nan|||,|LC|[]|[]
are|nan||||LC|[]|[]
those|nan||||LC|[]|[]
just|nan||||LC|[]|[]
for|nan|||,|LC|[]|[]
for|nan||||LC|[]|[]
this|nan||||LC|[]|['683']
year|nan||||LC|[]|['683']
or|nan||||LC|[]|[]
are|nan||||LC|[]|[]
those|nan||||LC|[]|[]
ones|nan||||LC|[]|[]
we|nan||||LC|[]|[]
see|nan||||LC|[]|[]
great|nan||||LC|[]|[]
volume|nan||||LC|[]|[]
would|nan||||LC|['682:CONTRACTION']|['682']
have|nan||||LC|['682:CONTRACTION']|['682']
to|nan||||LC|[]|[]
be|nan|||,|LC|[]|[]
will|nan||||LC|[]|[]
have|nan||||LC|[]|[]
to|nan||||LC|[]|[]
be|nan||||LC|[]|[]
expense|nan|||?|LC|[]|[]
You|nan||||UC|[]|[]
know|nan|||,|LC|[]|[]
Adrian|nan|||,|UC|[]|['688']
this|nan||||LC|[]|[]
will|nan||||LC|[]|[]
depend|nan||||LC|[]|[]
on|nan||||LC|[]|[]
the|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
the|nan||||LC|[]|[]
scenario|nan||||LC|[]|[]
that|nan||||LC|[]|[]
in|nan|||,|LC|[]|[]
in|nan||||LC|[]|[]
that|nan||||LC|[]|[]
change|nan|||.|LC|[]|[]
But|nan|||,|UC|[]|[]
uh|nan|||,|LC|[]|[]
we're|nan||||LC|['684:CONTRACTION']|['684']
surely|nan||||LC|[]|[]
confident|nan||||LC|[]|[]
that|nan||||LC|[]|[]
we|nan||||LC|['685:CONTRACTION']|['685']
will|nan||||LC|['685:CONTRACTION']|['685']
be|nan||||LC|[]|[]
able|nan||||LC|[]|[]
to|nan||||LC|[]|[]
earn|nan||||LC|[]|[]
significant|nan||||LC|[]|[]
savings|nan||||LC|[]|[]
for|nan||||LC|[]|[]
this|nan||||LC|[]|['689']
year|nan||||LC|[]|['689']
and|nan||||LC|[]|[]
for|nan||||LC|[]|[]
the|nan||||LC|[]|['690']
following|nan||||LC|[]|['690']
year|nan|||,|LC|[]|['690']
it|nan||||LC|['686:CONTRACTION']|['686']
will|nan||||LC|['686:CONTRACTION']|['686']
depend|nan||||LC|[]|[]
on|nan||||LC|[]|[]
the|nan||||LC|[]|[]
number|nan||||LC|[]|[]
of|nan||||LC|[]|[]
clients|nan||||LC|[]|[]
that|nan||||LC|[]|[]
we|nan||||LC|['687:CONTRACTION']|['687']
will|nan||||LC|['687:CONTRACTION']|['687']
have|nan||||LC|[]|[]
in|nan||||LC|[]|[]
operations|nan||||LC|[]|[]
according|nan||||LC|[]|[]
to|nan||||LC|[]|[]
the|nan||||LC|[]|[]
record|nan||||LC|[]|[]
of|nan||||LC|[]|[]
the|nan||||LC|[]|['691']
month|nan|||.|LC|[]|['691']
Understood|nan|||.|UC|[]|[]
Thank|nan||||UC|[]|[]
you|nan||||LC|[]|[]
so|nan||||LC|[]|[]
much|nan|||.|LC|[]|[]
Thank|nan||||UC|[]|[]
you|nan|||.|LC|[]|[]
And|nan||||UC|[]|[]
our|nan||||LC|[]|[]
next|nan||||LC|[]|[]
question|nan||||LC|[]|[]
is|nan||||LC|[]|[]
from|nan||||LC|[]|[]
Alexandra|nan||||UC|[]|['692']
<unk>|nan||||LC|[]|[]
with|nan||||LC|[]|[]
Morgan|nan||||UC|[]|['693']
Stanley|nan|||.|UC|[]|['693']
Hi|nan|||,|UC|[]|[]
good|nan||||LC|[]|[]
morning|nan|||.|LC|[]|[]
Thank|nan||||UC|[]|[]
you|nan||||LC|[]|[]
for|nan||||LC|[]|[]
the|nan||||LC|[]|[]
call|nan||||LC|[]|[]
and|nan||||LC|[]|[]
for|nan||||LC|[]|[]
taking|nan||||LC|[]|[]
my|nan||||LC|[]|[]
question|nan|||.|LC|[]|[]
Uh|nan|||,|UC|[]|[]
it's|nan||||LC|['696:CONTRACTION']|['696']
really|nan||||LC|[]|[]
related|nan||||LC|[]|[]
to|nan|||,|LC|[]|[]
um|nan|||,|LC|[]|[]
to|nan||||LC|[]|[]
what|nan||||LC|[]|[]
you're|nan||||LC|['697:CONTRACTION']|['697']
seeing|nan||||LC|[]|[]
on|nan||||LC|[]|[]
the|nan||||LC|[]|[]
ground|nan|||.|LC|[]|[]
So|nan||||UC|[]|[]
you|nan||||LC|[]|[]
did|nan||||LC|[]|[]
mention|nan||||LC|[]|[]
that|nan||||LC|[]|[]
volumes|nan||||LC|[]|[]
in|nan||||LC|[]|[]
Central|nan||||UC|[]|['699']
America|nan||||UC|[]|['699']
and|nan||||LC|[]|[]
the|nan||||LC|[]|[]
Caribbean|nan||||UC|[]|['700']
are|nan||||LC|[]|[]
about|nan||||LC|[]|['701']
40%|nan||||LC|['694:PERCENT']|['694']
of|nan||||LC|[]|[]
volumes|nan||||LC|[]|[]
of|nan||||LC|[]|[]
a|nan||||LC|[]|['702']
regular|nan||||LC|[]|['702']
month|nan|||.|LC|[]|['702']
So|nan||||UC|[]|[]
just|nan||||LC|[]|[]
wondering|nan||||LC|[]|[]
if|nan||||LC|[]|[]
you|nan||||LC|[]|[]
could|nan||||LC|[]|[]
add|nan||||LC|[]|[]
some|nan||||LC|[]|[]
commentary|nan||||LC|[]|[]
there|nan||||LC|[]|[]
for|nan||||LC|[]|[]
Columbia|nan||||UC|[]|['703']
and|nan||||LC|[]|[]
the|nan||||LC|[]|[]
U.S|nan||||LC|['1266:FALLBACK']|['2036', '704']
of|nan||||LC|[]|[]
what|nan||||LC|[]|[]
you're|nan||||LC|['698:CONTRACTION']|['698']
seeing|nan||||LC|[]|[]
for|nan||||LC|[]|[]
April|nan||||UC|[]|['705']
and|nan||||LC|[]|[]
May|nan|||.|UC|[]|[]
Uh|nan|||,|UC|[]|[]
Alexandra|nan|||,|UC|[]|['706']
thank|nan||||LC|[]|[]
you|nan||||LC|[]|[]
for|nan|||,|LC|[]|[]
for|nan||||LC|[]|[]
the|nan||||LC|[]|[]
question|nan|||.|LC|[]|[]
I|nan||||CA|[]|[]
would|nan||||LC|[]|[]
like|nan||||LC|[]|[]
Tomas|nan||||UC|[]|['707']
Restrepo|nan||||UC|[]|['707']
to|nan||||LC|[]|[]
review|nan||||LC|[]|[]
on|nan||||LC|[]|[]
our|nan||||LC|[]|[]
behalf|nan|||.|LC|[]|[]
Uh|nan|||,|UC|[]|[]
how|nan||||LC|[]|[]
are|nan||||LC|[]|[]
things|nan||||LC|[]|[]
evolving|nan||||LC|[]|[]
in|nan||||LC|[]|[]
Colombia|nan||||UC|[]|['708']
first|nan|||.|LC|[]|['709']
Hello|nan||||UC|[]|[]
Alexandra|nan|||,|UC|[]|['720']
this|nan||||LC|[]|[]
is|nan||||LC|[]|[]
Tomas|nan||||UC|[]|['721']
Restrepo|nan|||.|UC|[]|['721']
So|nan||||UC|[]|[]
in|nan||||LC|[]|[]
April|nan|||,|UC|[]|['722']
we|nan|||,|LC|[]|[]
we|nan||||LC|[]|[]
had|nan|||,|LC|[]|[]
uh|nan|||…|LC|[]|[]
The|nan|||,|UC|[]|[]
the|nan||||LC|[]|['723']
first|nan||||LC|[]|['723']
half|nan||||LC|[]|['723']
of|nan||||LC|[]|['723']
the|nan||||LC|[]|['723']
month|nan||||LC|[]|['723']
was|nan|||,|LC|[]|[]
you|nan||||LC|[]|[]
know|nan|||,|LC|[]|[]
pretty|nan||||LC|[]|[]
much|nan||||LC|[]|[]
a|nan||||LC|[]|[]
full|nan||||LC|[]|[]
stop|nan|||,|LC|[]|[]
only|nan|||,|LC|[]|[]
you|nan||||LC|[]|[]
know|nan|||,|LC|[]|[]
a|nan||||LC|[]|[]
few|nan||||LC|[]|[]
dispatches|nan||||LC|[]|[]
for|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
infrastructure|nan||||LC|[]|[]
projects|nan||||LC|[]|[]
that|nan||||LC|[]|[]
were|nan|||,|LC|[]|[]
um|nan|||,|LC|[]|[]
you|nan||||LC|[]|[]
know|nan|||,|LC|[]|[]
able|nan||||LC|[]|[]
to|nan||||LC|[]|[]
continue|nan||||LC|[]|[]
operating|nan|||.|LC|[]|[]
But|nan||||UC|[]|[]
by|nan|||,|LC|[]|[]
by|nan||||LC|[]|[]
the|nan||||LC|[]|['724']
end|nan||||LC|[]|['724']
of|nan||||LC|[]|['724']
the|nan||||LC|[]|['724']
month|nan||||LC|[]|['724']
we|nan||||LC|[]|[]
were|nan||||LC|[]|[]
already|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
reaching|nan||||LC|[]|[]
the|nan|||,|LC|[]|[]
the|nan||||LC|[]|['725']
40%|nan||||LC|['710:PERCENT']|['710']
of|nan||||LC|[]|[]
our|nan||||LC|[]|[]
daily|nan||||LC|[]|['726']
dispatches|nan|||.|LC|[]|[]
So|nan||||UC|[]|[]
April|nan|||,|UC|[]|['727']
April|nan||||UC|[]|['727']
turned|nan||||LC|[]|[]
out|nan|||,|LC|[]|[]
um|nan|||,|LC|[]|[]
better|nan||||LC|[]|[]
than|nan||||LC|[]|[]
we|nan||||LC|[]|[]
thought|nan|||.|LC|[]|[]
Um|nan|||,|UC|[]|[]
basically|nan|||,|LC|[]|[]
you|nan||||LC|[]|[]
know|nan|||,|LC|[]|[]
we|nan||||LC|[]|[]
have|nan||||LC|[]|[]
dropped|nan||||LC|[]|[]
as|nan||||LC|[]|[]
much|nan||||LC|[]|[]
volume|nan||||LC|[]|[]
as|nan||||LC|[]|[]
we|nan|||,|LC|[]|[]
as|nan||||LC|[]|[]
we|nan||||LC|[]|[]
expected|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
during|nan||||LC|[]|[]
the|nan||||LC|[]|[]
quarantine|nan|||.|LC|[]|[]
In|nan||||UC|[]|[]
the|nan||||LC|[]|['728']
month|nan||||LC|[]|['728']
of|nan||||LC|[]|['728']
May|nan|||,|UC|[]|['728']
we|nan||||LC|['716:CONTRACTION']|['716']
are|nan||||LC|['716:CONTRACTION']|['716']
seeing|nan|||,|LC|[]|[]
um|nan|||,|LC|[]|[]
our|nan||||LC|[]|[]
volumes|nan||||LC|[]|[]
around|nan||||LC|[]|[]
the|nan||||LC|[]|['729']
50%|nan||||LC|['711:PERCENT']|['711']
of|nan||||LC|[]|[]
what|nan||||LC|[]|[]
they|nan||||LC|[]|[]
used|nan||||LC|[]|[]
to|nan||||LC|[]|[]
be|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
it|nan||||LC|[]|[]
could|nan||||LC|[]|[]
be|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
a|nan||||LC|[]|[]
little|nan||||LC|[]|[]
more|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
and|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
you|nan||||LC|[]|[]
know|nan|||,|LC|[]|[]
to|nan||||LC|[]|[]
give|nan||||LC|[]|[]
you|nan||||LC|[]|[]
some|nan||||LC|[]|[]
more|nan||||LC|[]|[]
color|nan||||LC|[]|[]
about|nan||||LC|[]|[]
it|nan|||.|LC|[]|[]
We|nan||||UC|[]|[]
are|nan|||,|LC|[]|[]
we're|nan||||LC|['717:CONTRACTION']|['717']
seeing|nan|||,|LC|[]|[]
um|nan|||,|LC|[]|[]
you|nan||||LC|[]|[]
know|nan|||,|LC|[]|[]
surprisingly|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
a|nan||||LC|[]|[]
great|nan||||LC|[]|[]
deal|nan||||LC|[]|[]
of|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
activity|nan|||,|LC|[]|[]
you|nan||||LC|[]|[]
know|nan|||,|LC|[]|[]
compared|nan||||LC|[]|[]
to|nan||||LC|[]|[]
what|nan||||LC|[]|[]
we|nan||||LC|[]|[]
were|nan||||LC|[]|[]
expecting|nan||||LC|[]|[]
in|nan||||LC|[]|[]
the|nan||||LC|[]|[]
retail|nan||||LC|[]|[]
business|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
which|nan||||LC|[]|[]
has|nan|||,|LC|[]|[]
you|nan||||LC|[]|[]
know|nan|||,|LC|[]|[]
become|nan||||LC|[]|[]
so|nan||||LC|[]|[]
far|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
the|nan||||LC|[]|[]
majority|nan|||,|LC|[]|[]
you|nan||||LC|[]|[]
know|nan|||,|LC|[]|[]
largely|nan||||LC|[]|[]
than|nan||||LC|[]|[]
even|nan||||LC|[]|[]
the|nan||||LC|[]|[]
industrial|nan||||LC|[]|[]
dispatches|nan||||LC|[]|[]
we're|nan||||LC|['718:CONTRACTION']|['718']
doing|nan||||LC|[]|[]
right|nan||||LC|[]|[]
now|nan|||.|LC|[]|[]
So|nan||||UC|[]|[]
as|nan|||,|LC|[]|[]
as|nan||||LC|[]|[]
of|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
May|nan||||UC|[]|['730']
the|nan||||LC|[]|['730']
11th|nan||||LC|['712:ORDINAL']|['712', '713', '730']
when|nan|||,|LC|[]|[]
you|nan||||LC|[]|[]
know|nan|||,|LC|[]|[]
the|nan||||LC|[]|[]
dispatches|nan||||LC|[]|[]
in|nan||||LC|[]|[]
Bogota|nan||||UC|[]|['731']
and|nan||||LC|[]|[]
many|nan||||LC|[]|[]
other|nan||||LC|[]|[]
cities|nan||||LC|[]|[]
and|nan|||,|LC|[]|[]
and|nan||||LC|[]|[]
the|nan||||LC|[]|[]
whole|nan||||LC|[]|[]
retail|nan||||LC|[]|[]
stores|nan||||LC|[]|[]
around|nan||||LC|[]|[]
the|nan||||LC|[]|[]
country|nan||||LC|[]|[]
should|nan||||LC|[]|[]
become|nan||||LC|[]|[]
available|nan||||LC|[]|[]
and|nan||||LC|[]|[]
online|nan|||,|LC|[]|[]
we|nan|||,|LC|[]|[]
we|nan||||LC|['719:CONTRACTION']|['719']
are|nan||||LC|['719:CONTRACTION']|['719']
seeing|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
you|nan||||LC|[]|[]
know|nan|||,|LC|[]|[]
volumes|nan||||LC|[]|[]
growing|nan|||.|LC|[]|[]
Um|nan|||,|UC|[]|[]
as|nan|||,|LC|[]|[]
I|nan|||,|CA|[]|[]
I|nan||||CA|[]|[]
said|nan|||,|LC|[]|[]
up|nan||||LC|[]|[]
to|nan||||LC|[]|[]
a|nan||||LC|[]|[]
little|nan||||LC|[]|[]
bit|nan||||LC|[]|[]
more|nan||||LC|[]|['732']
than|nan||||LC|[]|['732']
half|nan||||LC|[]|['732']
of|nan||||LC|[]|[]
what|nan||||LC|[]|[]
we|nan||||LC|[]|[]
were|nan||||LC|[]|[]
dispatching|nan|||,|LC|[]|[]
I|nan||||CA|[]|[]
think|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
in|nan||||LC|[]|[]
the|nan||||LC|[]|['733']
previous|nan|||,|LC|[]|['733']
previous|nan||||LC|[]|['733']
months|nan|||.|LC|[]|['733']
And|nan||||UC|[]|[]
now|nan||||LC|[]|[]
Bill|nan|||,|UC|[]|['735']
could|nan||||LC|[]|[]
you|nan||||LC|[]|[]
provide|nan||||LC|[]|[]
us|nan||||LC|[]|[]
some|nan||||LC|[]|[]
color|nan||||LC|[]|[]
about|nan||||LC|[]|[]
the|nan||||LC|[]|[]
volumes|nan||||LC|[]|[]
<unk>|nan||||LC|[]|[]
in|nan||||LC|[]|[]
April|nan||||UC|[]|['736']
which|nan||||LC|[]|[]
we|nan||||LC|['734:CONTRACTION']|['734']
are|nan||||LC|['734:CONTRACTION']|['734']
very|nan||||LC|[]|[]
pleased|nan|||.|LC|[]|[]
Juan|nan|||,|UC|[]|['743']
thank|nan||||LC|[]|[]
you|nan|||,|LC|[]|[]
and|nan||||LC|[]|[]
Alexandra|nan|||,|UC|[]|['744']
thank|nan||||LC|[]|[]
you|nan||||LC|[]|[]
for|nan||||LC|[]|[]
the|nan||||LC|[]|[]
question|nan|||.|LC|[]|[]
Um|nan|||,|UC|[]|[]
actually|nan||||LC|[]|[]
April|nan||||UC|[]|['745']
was|nan||||LC|[]|[]
much|nan||||LC|[]|[]
stronger|nan||||LC|[]|[]
than|nan||||LC|[]|[]
we|nan||||LC|[]|[]
anticipated|nan|||.|LC|[]|[]
Um|nan|||,|UC|[]|[]
I|nan||||CA|[]|[]
think|nan||||LC|[]|[]
initially|nan||||LC|[]|[]
there|nan||||LC|[]|[]
was|nan||||LC|[]|[]
some|nan||||LC|[]|[]
forecast|nan||||LC|[]|[]
there|nan||||LC|[]|[]
we|nan||||LC|[]|[]
may|nan||||LC|[]|[]
have|nan||||LC|[]|[]
weakening|nan||||LC|[]|[]
demand|nan||||LC|[]|[]
towards|nan||||LC|[]|[]
the|nan||||LC|[]|[]
latter|nan||||LC|[]|[]
half|nan|||,|LC|[]|['746']
but|nan||||LC|[]|[]
we|nan||||LC|[]|[]
were|nan||||LC|[]|[]
certainly|nan||||LC|[]|[]
pleased|nan||||LC|[]|[]
our|nan||||LC|[]|[]
volumes|nan||||LC|[]|[]
ended|nan||||LC|[]|[]
very|nan||||LC|[]|[]
strong|nan|||.|LC|[]|[]
Um|nan|||,|UC|[]|[]
as|nan||||LC|[]|[]
from|nan||||LC|[]|[]
May|nan|||,|UC|[]|['747']
so|nan||||LC|[]|[]
far|nan||||LC|[]|[]
this|nan||||LC|[]|[]
month|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
we're|nan||||LC|['737:CONTRACTION']|['737']
seeing|nan||||LC|[]|[]
another|nan||||LC|[]|[]
sign|nan||||LC|[]|[]
optimism|nan||||LC|[]|[]
at|nan||||LC|[]|[]
least|nan||||LC|[]|[]
for|nan||||LC|[]|[]
the|nan||||LC|[]|['748']
first|nan||||LC|[]|['748']
week|nan|||.|LC|[]|['748']
Um|nan|||,|UC|[]|[]
our|nan||||LC|[]|[]
volumes|nan||||LC|[]|[]
are|nan||||LC|[]|[]
tracking|nan||||LC|[]|[]
pretty|nan||||LC|[]|[]
close|nan||||LC|[]|[]
to|nan||||LC|[]|[]
plan|nan||||LC|[]|[]
and|nan|||,|LC|[]|[]
you|nan||||LC|[]|[]
know|nan|||,|LC|[]|[]
we|nan||||LC|[]|[]
do|nan||||LC|[]|[]
see|nan||||LC|[]|[]
in|nan||||LC|[]|[]
the|nan||||LC|[]|[]
future|nan||||LC|[]|[]
that|nan||||LC|[]|[]
there's|nan||||LC|[]|[]
going|nan||||LC|['738:CONTRACTION']|['738']
to|nan||||LC|['738:CONTRACTION']|['738']
be|nan||||LC|[]|[]
some|nan||||LC|[]|[]
level|nan||||LC|[]|[]
of|nan||||LC|[]|[]
slow|nan||||LC|[]|[]
down|nan|||,|LC|[]|[]
um|nan|||,|LC|[]|[]
in|nan||||LC|[]|[]
the|nan||||LC|[]|[]
residential|nan||||LC|[]|[]
segment|nan|||.|LC|[]|[]
I|nan||||CA|[]|[]
think|nan||||LC|[]|[]
probably|nan||||LC|[]|[]
to|nan||||LC|[]|[]
begin|nan||||LC|[]|[]
with|nan|||,|LC|[]|[]
and|nan||||LC|[]|[]
then|nan||||LC|[]|[]
maybe|nan||||LC|[]|[]
the|nan||||LC|[]|[]
commercial|nan||||LC|[]|[]
backlog|nan||||LC|[]|[]
as|nan||||LC|[]|[]
it|nan||||LC|[]|[]
works|nan||||LC|[]|[]
off|nan||||LC|[]|[]
a|nan||||LC|[]|[]
quick|nan||||LC|[]|[]
slow|nan|||,|LC|[]|[]
but|nan||||LC|[]|[]
at|nan||||LC|[]|[]
this|nan||||LC|[]|[]
point|nan||||LC|[]|[]
it's|nan||||LC|['739:CONTRACTION']|['739']
kind|nan||||LC|['740:CONTRACTION']|['740']
of|nan||||LC|['740:CONTRACTION']|['740']
hard|nan||||LC|[]|[]
to|nan||||LC|[]|[]
predict|nan||||LC|[]|[]
when|nan||||LC|[]|[]
that|nan||||LC|[]|[]
might|nan||||LC|[]|[]
occur|nan||||LC|[]|[]
because|nan|||,|LC|['741:CONTRACTION']|['741']
you|nan||||LC|[]|[]
know|nan|||,|LC|[]|[]
at|nan||||LC|[]|[]
this|nan||||LC|[]|[]
point|nan||||LC|[]|[]
thought|nan||||LC|[]|[]
we|nan||||LC|[]|[]
may|nan||||LC|[]|[]
see|nan||||LC|[]|[]
some|nan||||LC|[]|[]
slow|nan||||LC|[]|[]
down|nan||||LC|[]|[]
already|nan|||,|LC|[]|[]
but|nan||||LC|[]|[]
we|nan||||LC|[]|[]
have|nan||||LC|[]|[]
not|nan|||.|LC|[]|[]
Um|nan|||,|UC|[]|[]
the|nan||||LC|[]|[]
impact|nan||||LC|[]|[]
that|nan||||LC|[]|[]
we've|nan||||LC|[]|[]
had|nan||||LC|[]|[]
so|nan||||LC|[]|[]
far|nan||||LC|[]|[]
has|nan||||LC|[]|[]
been|nan|||,|LC|[]|[]
you|nan||||LC|[]|[]
know|nan|||,|LC|[]|[]
weather|nan||||LC|[]|[]
related|nan||||LC|[]|[]
so|nan|||,|LC|[]|[]
again|nan|||,|LC|[]|[]
we|nan||||LC|[]|[]
were|nan||||LC|[]|[]
encouraged|nan||||LC|[]|[]
at|nan|||,|LC|[]|[]
at|nan||||LC|[]|[]
this|nan||||LC|[]|[]
point|nan||||LC|[]|[]
and|nan||||LC|[]|[]
looking|nan||||LC|[]|[]
forward|nan||||LC|[]|[]
to|nan||||LC|[]|[]
see|nan||||LC|[]|[]
what's|nan||||LC|[]|[]
gonna|nan||||LC|['742:CONTRACTION']|['742']
happen|nan||||LC|[]|[]
the|nan||||LC|[]|[]
rest|nan||||LC|[]|[]
of|nan||||LC|[]|[]
this|nan||||LC|[]|['749']
month|nan|||.|LC|[]|['749']
Thank|nan||||UC|[]|[]
you|nan|||,|LC|[]|[]
Bill|nan|||.|UC|[]|['750']
<inaudible>|nan|||.|LC|[]|[]
Camilo|nan|||,|UC|[]|['751']
can|nan||||LC|[]|[]
you|nan||||LC|[]|[]
provide|nan||||LC|[]|[]
us|nan||||LC|[]|[]
with|nan||||LC|[]|[]
some|nan||||LC|[]|[]
color|nan||||LC|[]|[]
about|nan||||LC|[]|[]
what's|nan||||LC|[]|[]
going|nan||||LC|[]|[]
on|nan||||LC|[]|[]
in|nan||||LC|[]|[]
our|nan||||LC|[]|[]
markets|nan||||LC|[]|[]
in|nan||||LC|[]|[]
Central|nan||||UC|[]|['752']
America|nan||||UC|[]|['752']
and|nan||||LC|[]|[]
the|nan|||,|LC|[]|[]
the|nan||||LC|[]|[]
Caribbean|nan|||?|UC|[]|['753']
Sure|nan||||UC|[]|[]
